ID_reclamo;ID_edificio;ID_elevador;Legajo_tec;Falla;Fecha
765;131;182;2;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.";2023-10-16
766;182;237;4;Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.;2023-09-24
767;116;386;5;Vivamus vel nulla eget eros elementum pellentesque.;2024-03-27
768;118;149;2;Ut tellus. Nulla ut erat id mauris vulputate elementum.;2024-05-18
769;90;168;2;Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.;2024-03-24
770;25;300;2;Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.;2023-12-04
771;151;412;1;Cras non velit nec nisi vulputate nonummy.;2023-08-22
772;83;429;3;Morbi non quam nec dui luctus rutrum. Nulla tellus.;2023-12-07
773;105;308;3;Etiam vel augue.;2024-07-05
774;27;233;3;Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.;2023-08-06
775;123;458;1;Etiam faucibus cursus urna. Ut tellus.;2023-12-03
776;69;445;4;Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.;2023-11-11
777;119;356;1;Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.;2023-11-18
778;11;173;4;In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.;2024-01-11
779;65;442;2;Morbi a ipsum.;2023-10-01
780;61;344;4;Curabitur in libero ut massa volutpat convallis.;2024-07-21
781;121;173;3;Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.;2024-04-06
782;55;84;1;Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.;2023-10-09
783;112;481;5;Nulla facilisi.;2024-04-19
784;15;49;5;Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.;2024-04-17
785;34;129;2;Vivamus tortor. Duis mattis egestas metus.;2024-03-02
786;194;302;1;Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.;2024-01-24
787;43;433;3;Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.;2024-02-10
788;95;473;4;Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.;2023-09-03
789;181;368;4;Morbi a ipsum.;2024-02-23
790;158;428;2;Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.;2024-06-26
791;52;442;2;Sed sagittis.;2023-10-09
792;151;258;4;Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.;2024-07-17
793;69;146;4;Morbi non lectus.;2023-12-25
794;138;100;4;Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.;2024-04-12
795;128;345;5;Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.;2023-11-07
796;97;230;2;Integer ac neque.;2023-10-22
797;102;219;1;Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.;2024-05-02
798;37;137;4;Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.;2024-02-26
799;66;158;2;Donec dapibus.;2024-06-15
800;137;237;5;Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.;2024-06-10
801;26;402;4;Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.;2023-09-23
802;66;115;2;Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.;2023-12-04
803;24;67;5;Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.;2024-02-20
804;134;93;1;Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.;2023-09-13
805;132;16;1;In hac habitasse platea dictumst.;2024-02-27
806;17;199;4;Donec ut mauris eget massa tempor convallis.;2024-06-25
807;29;192;1;Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.;2024-07-12
808;50;459;4;"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.";2024-01-14
809;97;178;2;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.;2024-03-15
810;121;60;4;Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.;2023-12-06
811;81;210;4;In hac habitasse platea dictumst.;2023-12-06
812;96;256;5;Morbi non quam nec dui luctus rutrum.;2023-08-14
813;8;157;2;Pellentesque viverra pede ac diam.;2024-07-31
814;157;173;1;Proin at turpis a pede posuere nonummy. Integer non velit.;2024-07-31
815;130;275;3;Mauris sit amet eros.;2024-07-02
816;137;126;2;Pellentesque at nulla. Suspendisse potenti.;2024-06-12
817;142;38;1;Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.;2023-09-26
818;60;62;4;Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.;2023-09-15
819;108;424;5;Cras in purus eu magna vulputate luctus.;2024-01-19
820;42;178;5;In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.;2024-04-28
821;80;119;3;Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.;2024-02-23
822;22;291;5;Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.;2024-07-04
823;61;150;2;Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.;2023-09-15
824;16;363;1;Phasellus sit amet erat.;2024-06-14
825;107;264;4;"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.";2024-06-30
826;159;39;2;Lorem ipsum dolor sit amet, consectetuer adipiscing elit.;2024-02-17
827;156;2;2;Maecenas pulvinar lobortis est. Phasellus sit amet erat.;2023-12-29
828;45;460;5;Aenean sit amet justo.;2024-03-15
829;96;388;4;Quisque ut erat.;2023-12-20
830;100;103;2;Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.;2024-05-27
831;39;289;4;Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.;2024-07-17
832;60;252;1;Sed accumsan felis.;2024-02-18
833;165;469;5;Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.;2024-06-04
834;163;284;5;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.";2023-12-18
835;158;396;5;Mauris lacinia sapien quis libero.;2023-11-13
836;80;428;2;Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.;2024-05-26
837;17;490;2;Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.;2023-11-11
838;137;466;3;Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.;2023-12-12
839;113;137;5;Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.;2023-10-24
840;145;290;4;Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.;2024-04-14
841;20;323;5;Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.;2024-04-24
842;175;476;1;Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.;2024-01-29
843;53;61;1;Phasellus id sapien in sapien iaculis congue.;2024-06-16
844;68;328;2;Cras pellentesque volutpat dui.;2024-02-17
845;169;230;1;Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.;2023-10-18
846;178;370;5;Ut at dolor quis odio consequat varius.;2023-10-22
847;146;346;4;Aliquam erat volutpat.;2023-09-08
848;92;141;3;Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.;2024-01-04
849;155;402;4;In est risus, auctor sed, tristique in, tempus sit amet, sem.;2023-08-08
850;130;377;5;Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.;2023-12-01
851;164;34;4;Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.;2023-12-12
852;198;302;1;Duis at velit eu est congue elementum. In hac habitasse platea dictumst.;2024-06-07
853;161;418;4;Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.;2023-10-03
854;123;286;3;Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.;2023-11-04
855;69;89;4;Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.;2024-02-04
856;119;303;4;Aenean auctor gravida sem.;2024-01-31
857;10;356;2;Praesent blandit lacinia erat.;2024-04-22
858;25;226;2;Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.;2024-06-11
859;28;405;3;In est risus, auctor sed, tristique in, tempus sit amet, sem.;2024-05-22
860;199;119;3;In hac habitasse platea dictumst. Etiam faucibus cursus urna.;2023-08-10
861;200;490;1;Vivamus tortor.;2023-10-09
862;108;16;1;Nulla mollis molestie lorem.;2024-04-26
863;3;495;4;Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.;2024-02-18
864;149;77;3;Duis at velit eu est congue elementum.;2024-03-26
865;87;87;3;Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.;2024-03-23
866;7;236;4;Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.;2023-12-05
867;80;229;5;In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.;2023-11-24
868;129;38;4;Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.;2023-11-29
869;12;140;4;In blandit ultrices enim.;2024-05-12
870;187;137;1;Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.;2023-08-07
871;92;450;5;Sed vel enim sit amet nunc viverra dapibus.;2023-12-15
872;106;394;4;Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.;2023-08-12
873;28;369;5;Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.;2023-09-26
874;195;364;5;Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.;2024-06-26
875;155;186;3;Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.;2023-09-29
876;25;325;2;In hac habitasse platea dictumst.;2024-07-20
877;15;124;2;Aenean auctor gravida sem.;2023-09-29
878;54;317;5;Etiam pretium iaculis justo. In hac habitasse platea dictumst.;2023-09-18
879;121;108;5;Pellentesque at nulla. Suspendisse potenti.;2024-05-15
880;183;221;2;Donec dapibus. Duis at velit eu est congue elementum.;2024-06-13
881;167;205;4;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.";2024-02-23
882;132;71;2;Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.;2024-05-09
883;167;312;3;Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.;2024-03-31
884;52;253;2;Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.;2024-02-02
885;124;69;3;Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.;2023-10-27
886;112;163;5;Vivamus tortor. Duis mattis egestas metus.;2023-10-09
887;19;214;3;Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.;2023-12-21
888;3;494;2;Maecenas pulvinar lobortis est.;2024-07-31
889;159;91;5;Morbi non lectus.;2024-03-06
890;88;101;5;Donec dapibus.;2024-04-18
891;23;150;2;"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.";2024-01-14
892;97;310;1;Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.;2023-11-23
893;197;89;5;Nulla suscipit ligula in lacus.;2024-03-31
894;119;35;3;Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.;2023-09-05
895;170;185;1;Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.;2023-09-05
896;88;488;3;Vestibulum sed magna at nunc commodo placerat. Praesent blandit.;2024-05-27
897;140;301;1;In est risus, auctor sed, tristique in, tempus sit amet, sem.;2024-07-23
898;90;183;3;Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.;2024-07-10
899;103;4;2;Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.;2023-10-09
900;101;183;4;Fusce consequat. Nulla nisl. Nunc nisl.;2024-06-26
901;123;68;3;Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.;2023-08-05
902;185;123;5;Etiam vel augue. Vestibulum rutrum rutrum neque.;2024-04-13
903;7;197;3;Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.;2024-04-20
904;77;298;5;"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.";2024-03-19
905;28;273;2;Praesent lectus.;2024-02-15
906;171;246;1;Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.;2024-01-23
907;115;99;3;Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.;2023-12-03
908;4;55;2;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.";2023-10-09
909;59;445;3;"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.";2024-03-25
910;74;157;5;Maecenas rhoncus aliquam lacus.;2023-12-03
911;53;327;4;Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.;2024-06-29
912;163;239;2;Aenean sit amet justo.;2024-02-24
913;57;484;5;Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.;2024-05-29
914;104;130;4;Praesent blandit.;2023-08-16
915;181;219;3;"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.";2023-10-24
916;74;335;5;Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.;2023-11-28
917;19;77;2;Duis aliquam convallis nunc.;2023-08-30
918;145;119;4;Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.;2024-05-28
919;84;101;1;Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.;2023-08-18
920;113;385;5;"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.";2024-05-15
921;3;451;1;Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.;2023-09-07
922;92;101;5;Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.;2023-09-16
923;41;28;1;Proin interdum mauris non ligula pellentesque ultrices.;2023-08-12
924;127;416;2;Nulla tempus.;2023-08-16
925;200;438;2;Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.;2024-06-04
926;70;306;4;Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.;2024-03-28
927;76;78;1;"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.";2023-11-01
928;178;241;5;Maecenas rhoncus aliquam lacus.;2024-02-23
929;193;80;1;Morbi a ipsum.;2024-03-09
930;191;254;1;"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.";2024-05-04
931;57;82;3;Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.;2023-08-09
932;188;194;4;Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.;2024-06-13
933;48;394;4;Donec posuere metus vitae ipsum. Aliquam non mauris.;2024-05-08
934;191;383;5;In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.;2024-04-20
935;93;70;2;Aenean lectus.;2023-09-21
936;185;433;2;Proin risus.;2023-10-02
937;193;9;4;Aenean sit amet justo.;2024-06-28
938;190;163;4;Sed ante. Vivamus tortor.;2023-08-23
939;172;121;3;Praesent blandit lacinia erat.;2023-09-08
940;42;333;4;Morbi ut odio.;2023-08-21
941;117;154;4;Curabitur gravida nisi at nibh.;2024-06-21
942;106;142;1;Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.;2024-05-10
943;59;303;1;Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.;2023-11-24
944;190;474;3;Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.;2023-09-14
945;24;197;4;Curabitur convallis.;2024-07-02
946;40;122;5;In hac habitasse platea dictumst.;2023-11-21
947;180;215;4;Nulla mollis molestie lorem. Quisque ut erat.;2024-07-16
948;145;392;2;Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.;2024-03-06
949;97;426;4;Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.;2024-04-20
950;132;276;2;Nam dui.;2024-01-06
951;27;208;1;Proin eu mi.;2024-01-21
952;68;231;4;Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.;2023-12-08
953;197;289;3;Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.;2023-10-11
954;2;210;4;Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.;2024-01-01
955;30;29;5;Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.;2024-04-04
956;148;498;4;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.;2024-05-11
957;60;390;3;Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.;2024-01-02
958;29;343;2;Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.;2024-07-26
959;170;44;5;Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.;2024-02-17
960;94;185;2;Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.;2023-08-25
961;92;12;4;Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.;2024-02-07
962;140;202;2;Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.;2023-09-21
963;36;22;3;Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.;2024-05-20
964;105;241;4;Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.;2023-11-09
965;177;331;1;Pellentesque viverra pede ac diam.;2023-12-28
966;152;463;3;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.";2024-03-17
967;79;450;1;"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.";2023-11-10
968;48;108;2;Proin eu mi.;2023-11-03
969;119;235;3;Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.;2024-06-02
970;188;80;5;Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.;2024-06-21
971;39;110;1;Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.;2024-06-24
972;29;418;4;Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.;2024-07-20
973;162;224;1;Nullam sit amet turpis elementum ligula vehicula consequat.;2023-10-28
974;139;410;3;Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.;2023-10-22
975;180;120;5;Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.;2023-11-25
976;76;323;5;In sagittis dui vel nisl. Duis ac nibh.;2024-06-01
977;8;113;3;Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.;2023-10-05
978;6;205;3;Aenean lectus. Pellentesque eget nunc.;2023-11-08
979;16;152;5;"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.";2023-12-30
980;56;344;4;Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.;2024-04-15
981;132;73;1;Duis aliquam convallis nunc.;2023-08-25
982;116;203;2;Aenean fermentum.;2024-03-23
983;90;150;2;"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.";2023-09-08
984;149;211;4;Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.;2023-11-08
985;51;377;2;Duis ac nibh.;2024-07-23
986;112;149;4;Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.;2024-03-27
987;144;34;5;Sed ante. Vivamus tortor.;2023-09-17
988;77;300;2;Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.;2023-10-17
989;71;414;4;Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.;2024-04-03
990;110;419;5;Pellentesque ultrices mattis odio.;2023-10-22
991;33;455;4;Nullam varius. Nulla facilisi.;2024-02-01
992;57;46;1;Aenean sit amet justo.;2023-11-10
993;180;404;1;Nunc rhoncus dui vel sem.;2024-04-15
994;34;288;3;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.";2024-05-29
995;2;289;4;Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.;2024-05-06
996;132;442;3;Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.;2023-10-27
997;109;148;1;Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.;2024-03-26
998;11;6;1;Aenean sit amet justo. Morbi ut odio.;2023-11-21
999;141;355;2;Nunc rhoncus dui vel sem.;2023-08-28
1000;92;360;3;Ut tellus. Nulla ut erat id mauris vulputate elementum.;2024-03-30
